EstablishmentID,EstablishmentNumber,EstablishmentName,State,ProjectCode,ProjectName,FormID,CollectionDate,SampleSource,SalmonellaSPAnalysis,SalmonellaSerotype,SalmonellaPFGEPattern,SalmonellaAlleleCode,SalmonellaFSISNumber,SalmonellaAMRResistanceProfile,CampylobacterAnalysis1ml,CampylobacterAnalysis30ml,CampylobacterSpecies,CampylobacterPFGEPattern,CampylobacterAlleleCode,CampyFSISNumber,CampyAMRResistanceProfile,Weekday,Longitude,Latitude,WeatherDate_Day0,MaxTemp_Day0,MinTemp_Day0,AverageTemp_Day0,Precipitation_Day0,Humidity_Day0,PrecipType_Day0,Snow_Day0,SnowDepth_Day0,WindGust_Day0,WindSpeed_Day0,WindDirection_Day0,Pressure_Day0,CloudCover_Day0,Visibility_Day0,Solar Radiation_Day0,DEW_Day0,WeatherDate_Day1,MaxTemp_Day1,MinTemp_Day1,AverageTemp_Day1,Precipitation_Day1,Humidity_Day1,PrecipType_Day1,Snow_Day1,SnowDepth_Day1,WindGust_Day1,WindSpeed_Day1,WindDirection_Day1,Pressure_Day1,CloudCover_Day1,Visibility_Day1,Solar Radiation_Day1,DEW_Day1,WeatherDate_Day2,MaxTemp_Day2,MinTemp_Day2,AverageTemp_Day2,Precipitation_Day2,Humidity_Day2,PrecipType_Day2,Snow_Day2,SnowDepth_Day2,WindGust_Day2,WindSpeed_Day2,WindDirection_Day2,Pressure_Day2,CloudCover_Day2,Visibility_Day2,Solar Radiation_Day2,DEW_Day2,WeatherDate_Day3,MaxTemp_Day3,MinTemp_Day3,AverageTemp_Day3,Precipitation_Day3,Humidity_Day3,PrecipType_Day3,Snow_Day3,SnowDepth_Day3,WindGust_Day3,WindSpeed_Day3,WindDirection_Day3,Pressure_Day3,CloudCover_Day3,Visibility_Day3,Solar Radiation_Day3,DEW_Day3,Numerical_Weekday
4243,P7091,Pilgrim's Pride Corporation,TX,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103091494,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-94.7544365,31.3344341,2022-12-07,80.6,65.5,72.7,0,84.9,,0,0,23.3,9.1,179.9,1021.5,65.7,8.7,103.7,67.5,2022-12-06,79.2,69.7,72.9,0.003,85.6,rain,0,0,26.2,13.3,185.9,1014.7,73.9,9.9,63.1,68.2,2022-12-05,77.7,63.7,69.5,0,88.5,,0,0,26.8,10.9,190,1013.8,72.3,7.3,52.6,65.7,2022-12-04,68.6,53.9,61,0,81.8,,0,0,12.8,5.5,327.5,1023.1,97,9.4,88.7,55.2,3
4485,M17250+P6+V6,"Tyson Foods, Inc.",AL,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103094198,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Positive,Enteritidis,,"SALM1.0 - 6743.2.4x |
12/29/2022",FSIS12218266,Pan-Susceptible,,Negative,,,,,,Wednesday,-86.1957949,34.2722428,2022-12-07,68,60.7,64.3,0.266,96.7,rain,0,0,19.5,10.8,234,1024.2,99.8,4,13.1,63.4,2022-12-06,69.3,53.6,61.2,0.077,95.6,rain,0,0,23,11.8,180,1019.1,91.3,5.2,17.6,59.9,2022-12-05,53.6,44.8,49,1.18,92.5,rain,0,0,21,7.1,140.1,1017.4,96.2,5.1,6.4,46.9,2022-12-04,54,37.4,46.8,0,76.9,,0,0,13.6,6.5,25.5,1023.6,29.6,9.9,90.6,39.5,3
4489,P517,Mar-Jac Poultry-MS,MS,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103098301,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-89.2774533,31.3065648,2022-12-07,82,65.9,71.5,0,86.5,,0,0,12.3,7.9,184.3,1024.3,63.2,8.1,92.9,66.7,2022-12-06,80.9,68,72.7,0.012,82.6,rain,0,0,21.9,13.9,185.2,1018.6,62.2,9.7,92.4,66.6,2022-12-05,73.1,60.1,66.6,0.019,89,rain,0,0,21.5,11.2,188.6,1017.1,95.5,8.9,65.6,63.1,2022-12-04,66.7,57.7,61.3,0,89.7,,0,0,15.4,6.7,9.7,1023.2,86.2,9.2,66.8,58.1,3
4491,P559,"Tyson Foods, Inc.",AL,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103097050,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-86.1957949,34.2722428,2022-12-07,68,60.7,64.3,0.266,96.7,rain,0,0,19.5,10.8,234,1024.2,99.8,4,13.1,63.4,2022-12-06,69.3,53.6,61.2,0.077,95.6,rain,0,0,23,11.8,180,1019.1,91.3,5.2,17.6,59.9,2022-12-05,53.6,44.8,49,1.18,92.5,rain,0,0,21,7.1,140.1,1017.4,96.2,5.1,6.4,46.9,2022-12-04,54,37.4,46.8,0,76.9,,0,0,13.6,6.5,25.5,1023.6,29.6,9.9,90.6,39.5,3
4499,P6651,Tyson Foods Inc.,TN,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103095861,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-85.9170856,35.2886572,2022-12-07,67.9,61.9,65.5,0.536,97.4,rain,0,0,27.5,12.9,235.7,1022.8,98.3,5.9,17.4,64.7,2022-12-06,67.9,54.3,62.3,0.076,95.7,rain,0,0,25.1,10.8,179.6,1017.4,97.5,8.3,20.2,61,2022-12-05,53.6,34.4,46,0.504,96.5,rain,0,0,34.4,9.4,132.2,1016.5,99.4,5.2,11.6,45.1,2022-12-04,47.2,29.2,38.6,0,84.1,,0,0,11.2,6.2,3.6,1024,40.9,9.4,71.4,33.9,3
4507,P758,"Tyson Foods, Inc",MS,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103093364,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-89.4946306,32.3592047,2022-12-07,81.3,64.6,71.5,0,82,,0,0,21.5,8.2,197.3,1022.9,48.7,9.3,85.9,65.2,2022-12-06,79,68.2,71.7,0,79.9,,0,0,26.4,11.9,185.4,1016.7,71.6,9.9,60.5,64.8,2022-12-05,70.5,56.6,64.5,0.005,89.3,rain,0,0,26.6,8.1,178.2,1015.3,95.2,7.8,32.4,61.3,2022-12-04,63.4,50.4,56.1,0,79,,0,0,15.2,5.9,359.7,1023.3,95.3,9.8,46.9,49.5,3
4512,P6510,"Peco Foods, Inc",MS,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103092086,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-90.0523146,32.609865,2022-12-07,81.5,67.2,72.5,0,82,,0,0,21.9,9.7,197.8,1022.9,53.1,9.4,96.7,66.3,2022-12-06,79.8,68.6,72.6,0,80.4,,0,0,26.6,14.7,184.3,1016.7,74.3,9.9,63,65.8,2022-12-05,71.2,56.8,65.4,0.006,88.7,rain,0,0,24.8,10.6,176.8,1015.3,95.9,7.9,26,61.9,2022-12-04,64.5,51.7,56.9,0,79.2,,0,0,12.5,7.5,357.8,1023.4,96,9.8,35.8,50.4,3
4513,P6616+V6616,"Peco Foods, Inc.",MS,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103090945,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. coli,,"FSIS_Camp - 256.284.2798.4092.5548 |
03/29/2023",FSIS22211257,Tet,Wednesday,-90.0523146,32.609865,2022-12-07,81.5,67.2,72.5,0,82,,0,0,21.9,9.7,197.8,1022.9,53.1,9.4,96.7,66.3,2022-12-06,79.8,68.6,72.6,0,80.4,,0,0,26.6,14.7,184.3,1016.7,74.3,9.9,63,65.8,2022-12-05,71.2,56.8,65.4,0.006,88.7,rain,0,0,24.8,10.6,176.8,1015.3,95.9,7.9,26,61.9,2022-12-04,64.5,51.7,56.9,0,79.2,,0,0,12.5,7.5,357.8,1023.4,96,9.8,35.8,50.4,3
4567,P1307,Mar-Jac Poultry-AL,AL,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103092413,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-87.2760356,33.8180823,2022-12-07,71.6,61.1,67.8,0.374,94.2,rain,0,0,20.8,7.2,230.4,1023.6,98.9,7.8,306,66.1,2022-12-06,73.2,64.4,67.2,0.04,95.1,rain,0,0,24.8,6.6,204.6,1018.2,89.5,8.3,288.5,65.7,2022-12-05,62.8,48.3,55.1,1.005,99.3,rain,0,0,17,3.5,140.5,1016.8,100,4.7,266.1,54.9,2022-12-04,55.6,37.7,47.1,0.006,82.8,rain,0,0,13.6,6.9,354,1024.1,54.8,9.7,318.2,41.8,3
4595,P6529,"Koch Foods of  Montgomery,
AL",AL,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103097659,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-86.3547844,32.3284278,2022-12-07,79,60.3,68.6,0,82.1,,0,0,13.6,10.3,239.2,1024.3,47.3,9.2,82.7,62.3,2022-12-06,80,66.2,71.8,0,76.3,,0,0,18.8,11.3,189.9,1019.4,69.3,9.9,80.5,63.5,2022-12-05,74.2,57.5,64.5,0.012,79.9,rain,0,0,16.1,10,178.3,1017.5,97.1,9.9,52.3,57.8,2022-12-04,67,58.4,62.1,0,88.4,,0,0,10.7,6.8,325.7,1022.5,84.1,6.4,63.6,58.5,3
6390,P533,FreeBird Chicken,PA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103092445,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. jejuni,,FSIS_Camp - 332.371.458.548 | 03/29/2023,FSIS12319213,Pan-Susceptible,Wednesday,-76.4310907,40.4394463,2022-12-07,51.1,45.2,48.3,0.02,95.5,rain,0,0,10.3,7.5,296.9,1021.3,99.9,1.4,36.9,47.1,2022-12-06,46.6,28.7,38.7,0.253,90.6,"rain, snow",0,0,13.4,5.8,59.3,1023.6,91.5,3.8,11.3,36.2,2022-12-05,46.3,18.1,30.6,0,69.8,,0,0,17,8.5,146,1023.8,34.5,9.7,127.8,21.2,2022-12-04,41.6,24.8,35,0,53.2,,0,0,31.8,12.2,289.4,1023.3,8.9,9.9,127.7,19,3
6413,M1015+P1015,"Table Trust Brands, LLC",PA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103098468,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
6972,P529+V529,Pilgrim's Pride Corporation,WI,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103098060,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-91.5093506,44.2592127,2022-12-07,29.1,12.5,21.1,0,81.7,,0,0,15,7.7,339.5,1026.7,24.3,9.5,40.5,16.1,2022-12-06,32.2,19.1,24.2,0,79.4,,0,0,15,5.8,23.3,1018,17.8,9.9,33.2,18.6,2022-12-05,35,25.3,32,0,62.2,,0,0,18.6,10,327,1011.3,45.7,9.9,28.4,20.4,2022-12-04,37.7,17,27.5,0,59,,0,0.1,24.8,9,232.1,1017.4,0,9.9,43.6,14.6,3
7855,P21234,Perdue Foods LLC,GA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103098401,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-83.8174386,34.2669119,2022-12-07,66.8,51.2,58.4,0,96,,0,0,14.3,9.2,248.5,1024.9,98.1,3.3,36.5,57.2,2022-12-06,50,44.1,47.3,0.717,95.4,rain,0,0,17.2,10.3,78.6,1022.5,100,2.1,19.4,46,2022-12-05,51.2,43.1,46,0.527,87.1,rain,0,0,18.1,10.3,75.8,1020.4,99.5,7.3,19.3,42.2,2022-12-04,57.8,43.1,50.6,0,75.6,,0,0,14.1,8.1,282.8,1022.7,45,7.8,93,42.1,3
126027,P46091,"Ozark Mountain Poultry, Inc.",AR,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103097161,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-94.1236988,36.3474133,2022-12-07,55.2,46.1,49.5,0.348,94.1,rain,0,0,11.4,7.4,69.3,1022.4,100,7.1,29.3,47.8,2022-12-06,63,47,53.6,0.036,94.1,rain,0,0,21.9,13.2,265.4,1012.6,98.7,5.9,38.7,51.8,2022-12-05,53.1,39.7,47.7,0,95.3,,0,0,15.7,9,171.9,1011.2,83.7,5.8,20.5,46.4,2022-12-04,47.8,34,41.1,0,61.6,,0,0,14.8,10.2,170.9,1023.8,89.7,9.9,37.1,28.8,3
126506,P45342+V45342,"Munsell's Poultry
Processing, LLC",MI,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103102566,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. jejuni,,FSIS_Camp - | 03/29/2023,FSIS22211258,Pan-Susceptible,Wednesday,-84.0342965,42.5984706,2022-12-07,46.7,38.6,42.1,0,89,,0,0,11.6,8,311.8,1022.2,100,4.9,24.3,38.9,2022-12-06,43.1,38,40.4,0,77.5,,0,0,12.5,7.1,53,1016.3,100,9.5,17.5,33.8,2022-12-05,41,29,35,0,55.7,,0,0,25.7,9.3,190.9,1013.4,43.2,9.9,31.2,20.4,2022-12-04,38.3,21.4,28.6,0,66.2,,0,0,24.2,16,212.6,1020.9,2.1,9.9,51,17.7,3
126548,M46910+P46910+V46910,B & R Meat Processing,AR,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103100188,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Positive,Kentucky,,"SALM1.0 - 6805.32.2.2.1.2 |
01/18/2023",FSIS32308424,Pan-Susceptible,,Negative,,,,,,Wednesday,-94.1431796,35.8094279,2022-12-07,56.2,48.1,51.8,0.326,93.5,rain,0,0,13,6.4,1.7,1021.8,100,3.8,28.5,49.9,2022-12-06,64.9,49.3,57.1,0.015,88.2,rain,0,0,23,16.1,247.3,1012.1,86.2,6,36.6,53.4,2022-12-05,55.4,39.4,49.4,0,91.1,,0,0,21.9,14.5,181.3,1010.9,86.9,7.4,29.1,46.9,2022-12-04,47.4,30.9,40.2,0.033,71.5,rain,0,0,17.2,10.3,190.1,1023.8,81.8,9.9,43.6,31.7,3
6162343,P46897,"IHSAN FARMS, IIC",MD,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103092500,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
6164113,P18438B,"Dupont Market, Inc. dba
Grimaud Farms",CA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103095328,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. coli,,"FSIS_Camp - 226.248.568.7544.14954 |
03/29/2023",FSIS12319212,Tet,Wednesday,-121.2542759,37.9629022,2022-12-07,58.9,35.1,45.8,0,77.4,,0,0,8.3,4.6,75.5,1022.6,0.4,8.7,97.6,38.3,2022-12-06,56,39.9,48.1,0.012,86,rain,0,0,9.6,11.3,266,1017.6,54.6,9.1,68,44,2022-12-05,61.9,45,51.6,0.001,78,rain,0,0,13.9,8,160.9,1016.7,40,9.8,81.7,44.5,2022-12-04,61.9,44.1,51.2,0.105,84.2,rain,0,0,12.5,10.1,116.1,1017.8,44.7,8.3,98,46.2,3
6166200,P1304B,"Farmers Pride Inc. dba: Bell
& Evans",PA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103094806,2022-12-07 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-76.4095811,40.4432373,2022-12-07,51.6,45.9,48.9,0.021,95.1,rain,0,0,12.1,6.3,273.7,1021.3,99.8,1.6,36.9,47.5,2022-12-06,47.6,28.9,39.1,0.297,90.1,"rain, snow",0,0,14.8,6.9,58,1023.7,89.2,3.9,11.3,36.4,2022-12-05,46.6,18.3,31,0,69.2,,0,0,16.6,8.6,153,1023.9,28.8,9.6,127.8,21.3,2022-12-04,41.7,25,35.2,0,53.3,,0,0,30.6,13.2,280.1,1023.3,3.2,9.9,127.7,19.2,3
2,P32,"Mar-Jac Poultry, Inc.",GA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103092405,2022-12-08 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Thursday,-83.8291133,34.2787878,2022-12-08,71.9,61.1,65.2,0,90.5,,0,0,11.4,10.3,268.5,1021.8,73,6.6,66.9,62.2,2022-12-07,66.8,51.2,58.4,0,96,,0,0,14.3,9.2,248.5,1024.9,98.2,3.3,36.5,57.2,2022-12-06,50,44,47.2,0.717,95.3,rain,0,0,17.2,10.5,78.7,1022.5,100,2.1,19.4,46,2022-12-05,51.2,43.1,45.9,0.55,87.1,rain,0,0,18.1,10.3,75.8,1020.4,99.6,7.3,19.3,42.2,4
32,P646,"JCG Foods of Georgia, LLC",GA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103095439,2022-12-08 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Thursday,-85.047525,34.0172059,2022-12-08,74.6,60.5,66,0.005,89.7,rain,0,0,23,10.5,269.8,1022,80,5.7,301.5,62.6,2022-12-07,70.3,53.7,61.8,0.195,95.3,rain,0,0,16.3,5.7,323.5,1024.3,99.3,4.9,310,60.4,2022-12-06,53.9,46.9,50.6,0.416,95,rain,0,0,23.9,9.5,104.3,1021,100,6.5,316.3,49.2,2022-12-05,49.5,46.3,47.9,1.723,87.8,rain,0,0,31.8,11.2,102.9,1019.3,99.2,6.4,302.5,44.3,4
41,P1250,Fieldale Farms Corporation,GA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103094982,2022-12-08 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. jejuni,,"FSIS_Camp - 79.86.725.3738.5778 |
03/29/2023",FSIS12319228,Tet,Thursday,-83.5512799,34.4844946,2022-12-08,71.5,60.6,64.6,0.005,90.7,rain,0,0,10.3,8.3,273.4,1022.1,74.2,6.4,41.3,61.7,2022-12-07,66.8,51.7,58.9,0.101,97,rain,0,0,14.3,7,266.5,1025,96.4,4,24.8,58.1,2022-12-06,52.2,44.8,48.3,0.765,96.3,rain,0,0,14.8,9.1,70.6,1022.4,100,3,13.9,47.3,2022-12-05,50.1,43.4,45.8,0.752,89.4,rain,0,0,15.9,9.8,68.4,1020.4,98.7,7.1,16,42.7,4
60,P2632,Pilgrim's Pride Corporation,FL,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103091784,2022-12-08 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. coli,,FSIS_Camp - 61.66.1493 | 03/29/2023,FSIS32308666,Tet,Thursday,-83.159205,30.3709814,2022-12-08,82.4,56.3,66.7,0,79.4,,0,0,10.3,5.9,307.9,1023.4,30.2,7.4,150.8,59.1,2022-12-07,81.2,55.8,65.9,0,82.6,,0,0,6.9,4.2,349.5,1025.8,31.4,7,154.1,59.7,2022-12-06,79.7,56.5,64.9,0.009,87.3,rain,0,0,7.4,3.8,328.6,1022.1,41.7,6.2,151.5,60.3,2022-12-05,73.3,59.3,64.3,0.009,93.9,rain,0,0,7.2,4.4,106.9,1019.3,76.7,5.2,72.8,62.4,4
578,P510,House Of Raeford Farms,NC,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103097073,2022-12-08 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Thursday,-78.0323759,34.8589759,2022-12-08,66.5,55.8,63.2,0,85.3,,0,0,15,12.5,23.6,1022.3,97.6,7.3,44.8,58.6,2022-12-07,73.5,55.5,64.7,0,90.2,,0,0,14.3,9,227.4,1024.5,76.2,6,58.9,61.7,2022-12-06,69.4,50.2,57.9,0,90.2,,0,0,11.4,5.3,146.7,1023.7,98.3,7.6,62.8,55,2022-12-05,53.8,29.3,43.2,0,84.1,,0,0,16.1,7.6,34.6,1022.9,54.1,8.1,84,38.3,4
589,P1243,"Perdue Foods, LLC.",NC,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103100766,2022-12-08 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. jejuni,,FSIS_Camp - 285.318.388.9873 | 03/29/2023,FSIS22211389,Pan-Susceptible,Thursday,-77.6339492,35.7026113,2022-12-08,63.3,53,60,0.004,85.3,rain,0,0,16.1,9.5,31.2,1022.6,96.1,8.5,71.4,55.5,2022-12-07,68.8,59.8,63,0.08,94.2,rain,0,0,18.1,7.3,211.2,1023.8,90.5,5.6,55.4,61.3,2022-12-06,67.3,49,56.9,0,87.4,,0,0,12.3,5.5,206.5,1023.6,93.5,9.3,55.2,53,2022-12-05,54.6,27.3,41.3,0,84.2,,0,0,11,5.9,44.7,1023.4,26.1,9,112.5,36.5,4
734,P18285,Perdue Foods LLC,SC,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103093718,2022-12-08 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Thursday,-79.4122087,34.4798071,2022-12-08,68.1,59.9,64.3,0,84.6,,0,0,10.3,10.6,54.8,1021.9,96.9,9.5,40.2,59.5,2022-12-07,72.3,56.1,64.1,0,84.9,,0,0,16.3,8,239,1024.4,76.2,8,36.3,59.2,2022-12-06,65.5,50.7,57.3,0.004,82.5,rain,0,0,12.8,4.7,76.5,1023.3,100,9.9,19.8,51.9,2022-12-05,54.1,35.7,46.1,0.004,71.7,rain,0,0,14.3,6.2,43.6,1022.5,72.3,9.9,36.9,36.6,4
2091,P15724,"Case Farms, Processing",OH,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103092392,2022-12-08 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Thursday,-81.3490536,40.8323667,2022-12-08,46.4,35.5,43.6,0,82.9,,0,0,9.2,8,3,1026.9,89.1,3.9,26.2,38.7,2022-12-07,51.2,45.5,48.9,0.118,91,rain,0,0,14.5,7.5,325.5,1021.3,100,1.8,13.2,46.4,2022-12-06,48,42.4,45.8,0.053,80.1,rain,0,0,15.2,7.8,136.9,1017.1,100,3.6,20.2,39.3,2022-12-05,51.3,25.3,37.6,0,43.6,,0,0,20.6,12.7,183,1018,43.9,9.9,95.1,16,4
2278,P2178,PERDUE FOODS LLC,DE,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103092825,2022-12-08 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Thursday,-75.3820922,38.6980472,2022-12-08,57.8,47.9,53.4,0,74.2,,0,0,20.8,12.8,5.4,1023.3,29,8.5,76.3,44.9,2022-12-07,62.9,59,61.5,0.044,92.2,rain,0,0,21.5,11.4,221.8,1021.9,100,7.9,14.3,59.2,2022-12-06,61.1,35.9,54.4,0.27,88.1,rain,0,0,32,15,170.6,1023.9,97.5,8.4,15.1,50.9,2022-12-05,52.1,25.1,36.9,0,72.2,,0,0,18.3,9.2,132.7,1024.6,5.3,9.9,104.5,27.7,4
3752,P13369+V13369,"George's Processing, Inc.",MO,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103092864,2022-12-08 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Thursday,-93.9202005,36.7454393,2022-12-08,56.6,47.5,52.7,0.484,99.3,rain,0,0,15,11.8,142.5,1020.4,100,6.9,33.6,52.5,2022-12-07,52.5,41.9,46.2,0.19,96.6,rain,0,0,13.9,7.1,32.8,1022.3,98.9,5.1,35.6,45.2,2022-12-06,59.2,44.1,50,0.006,97.2,rain,0,0,23,14.6,200,1012.6,98,5.1,39.6,49.2,2022-12-05,50.6,39.3,45.2,0,95,,0,0,19.9,8.8,151.4,1010.8,86,6,18.3,43.9,4
3847,M112+P112,"Tyson Foods, Inc",AR,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103091126,2022-12-08 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Thursday,-94.1254707,36.1905228,2022-12-08,64.1,51.8,57.3,0.703,93.8,rain,0,0,15,8,195.9,1020.4,97,8.5,45.8,55.4,2022-12-07,55.4,46.1,49.9,0.337,92.4,rain,0,0,10.3,6.3,62.2,1022.4,100,7.8,29.3,47.7,2022-12-06,63,47,53.8,0.037,93.9,rain,0,0,25.5,13.9,268.6,1012.6,98.8,6.3,38.7,52,2022-12-05,53.1,38.9,47.8,0,95.1,,0,0,19.2,8.6,170.1,1011.3,84.4,6,20.5,46.4,4
3870,P5787,Pilgrim's Pride Corporation,LA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103090921,2022-12-08 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Thursday,-93.1075842,31.7249618,2022-12-08,84.7,64.3,72,0,84,,0,0,17.2,13.2,212.5,1021.7,47.7,8.9,108.4,65.9,2022-12-07,80.7,64.3,71.9,0,87.1,,0,0,20.4,7.9,192.2,1022.4,57.7,8.2,65.3,67.5,2022-12-06,77.8,68.5,72.5,0,84.3,,0,0,27.7,11.4,192.4,1015.7,77.7,9.9,51.4,67.3,2022-12-05,76.5,58.2,67.3,0,89.3,,0,0,25.5,12,191.2,1014.5,81.9,8.4,40.2,63.9,4
3883,P7156+V7156,"Tyson Foods, Inc.",AR,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103090798,2022-12-08 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Thursday,-94.1254707,36.1905228,2022-12-08,64.1,51.8,57.3,0.703,93.8,rain,0,0,15,8,195.9,1020.4,97,8.5,45.8,55.4,2022-12-07,55.4,46.1,49.9,0.337,92.4,rain,0,0,10.3,6.3,62.2,1022.4,100,7.8,29.3,47.7,2022-12-06,63,47,53.8,0.037,93.9,rain,0,0,25.5,13.9,268.6,1012.6,98.8,6.3,38.7,52,2022-12-05,53.1,38.9,47.8,0,95.1,,0,0,19.2,8.6,170.1,1011.3,84.4,6,20.5,46.4,4
